Name,Address,latitude,longitude,Google_Maps_Link,pincode
SV medicos,"SV medicos, ATI Road, Ludhiana, Daba - 141003, Punjab, India",30.8748533,75.8669553,"https://www.google.com/maps?q=30.8748533,75.8669553",141003
,"Back Side Road Om Sweets, Sector 14, Gurugram - 122001, Haryana, India",28.4742925,77.047765,"https://www.google.com/maps?q=28.4742925,77.047765",122001
,"Delhi-Gurugram Expressway, Sector 15-I, Gurugram - 122001, Haryana, India",28.4541495,77.0393347,"https://www.google.com/maps?q=28.4541495,77.0393347",122001
,"Abdul Gaffar Khan Marg, Mehrauli, Delhi - 110070, India",28.5097958,77.1676347,"https://www.google.com/maps?q=28.5097958,77.1676347",110070
,"MDR142W, Etawah, Bakewar - 206124, Uttar Pradesh, India",26.6594688,79.1747358,"https://www.google.com/maps?q=26.6594688,79.1747358",206124
,"Hanuman Mandir Road, Sector 11A, Gurugram - 122001, Haryana, India",28.46193,77.031011,"https://www.google.com/maps?q=28.46193,77.031011",122001
Gardian Pharmacy,"Gardian Pharmacy, Block B, Sector 49, Gurugram - 122018, Haryana, India",28.4169284,77.0467817,"https://www.google.com/maps?q=28.4169284,77.0467817",122018
,"Lilac Road, Sector 49, Gurugram - 122018, Haryana, India",28.4174128,77.0511674,"https://www.google.com/maps?q=28.4174128,77.0511674",122018
,"8th Main Road, Jayanagar, Bengaluru - 560011, Karnataka, India",12.9314045,77.5924636,"https://www.google.com/maps?q=12.9314045,77.5924636",560011
,"1st Main Road, Indiranagar, Bengaluru - 560071, Karnataka, India",12.9601717,77.6387672,"https://www.google.com/maps?q=12.9601717,77.6387672",560071
,"1st Main Road, Indiranagar, Bengaluru - 560071, Karnataka, India",12.9603255,77.638371,"https://www.google.com/maps?q=12.9603255,77.638371",560071
Ashwin Pharma,"Ashwin Pharma, HAL Old Airport Road, Indiranagar, Bengaluru - 560017, Karnataka, India",12.9600171,77.6454021,"https://www.google.com/maps?q=12.9600171,77.6454021",560017
MedPlus,"MedPlus, 1st Main Road, Indiranagar, Bengaluru - 560071, Karnataka, India",12.9605409,77.6372314,"https://www.google.com/maps?q=12.9605409,77.6372314",560071
,"1st A Main Road, Bengaluru Central City Corporation, Bengaluru - 560071, Karnataka, India",12.9600511,77.6371358,"https://www.google.com/maps?q=12.9600511,77.6371358",560071
,"5th Cross Road, Bengaluru Central City Corporation, Bengaluru - 560071, Karnataka, India",12.9586589,77.6375328,"https://www.google.com/maps?q=12.9586589,77.6375328",560071
,"2nd Main Road, Bengaluru Central City Corporation, Bengaluru - 560071, Karnataka, India",12.9581727,77.6402029,"https://www.google.com/maps?q=12.9581727,77.6402029",560071
Apollo Pharmacy,"Apollo Pharmacy, Jeevan Bhima Nagar Main Road, Indiranagar, Bengaluru - 560008, Karnataka, India",12.9686175,77.6489441,"https://www.google.com/maps?q=12.9686175,77.6489441",560008
,"Old Gagribal Road, Sonwar Bagh, Srinagar - 190003, Jammu and Kashmir, India",34.0787645,74.8326631,"https://www.google.com/maps?q=34.0787645,74.8326631",190003
Al Medica,"Al Medica, Chapel Road, H/W Ward, Mumbai - 400050, Maharashtra, India",19.0508641,72.8275315,"https://www.google.com/maps?q=19.0508641,72.8275315",400050
Noble Plus,"Noble Plus, Mehboob Kahn Chowk, H/W Ward, Mumbai - 400050, Maharashtra, India",19.0520576,72.8238839,"https://www.google.com/maps?q=19.0520576,72.8238839",400050
,"Cyber Towers - Madhapur Main Road, Madhapur, Hyderabad - 800081, Telangana, India",17.4405212,78.3916995,"https://www.google.com/maps?q=17.4405212,78.3916995",800081
Apollo Pharmacy,"Apollo Pharmacy, Cyber Towers - Madhapur Main Road, HITEC City, Hyderabad - 500081, Telangana, India",17.4411195,78.3922165,"https://www.google.com/maps?q=17.4411195,78.3922165",500081
Sai Krishna Medical Hall,"Sai Krishna Medical Hall, Sanjeeva Reddy Nagar Colony Main Road, Ward 98 Ameerpet, Hyderabad - 500038, Telangana, India",17.4426699,78.4415494,"https://www.google.com/maps?q=17.4426699,78.4415494",500038
Sri Sathya Sai Medical & General Stores,"Sri Sathya Sai Medical & General Stores, Street 2, Ward 98 Ameerpet, Hyderabad - 500038, Telangana, India",17.4423328,78.4421888,"https://www.google.com/maps?q=17.4423328,78.4421888",500038
Apollo Pharmacy,"Apollo Pharmacy, Wheatcrofts Road, Zone 9 Teynampet, Chennai - 600034, Tamil Nadu, India",13.0645397,80.243327,"https://www.google.com/maps?q=13.0645397,80.243327",600034
Appolo,"Appolo, CV Raman Road, Zone 9 Teynampet, Chennai - 600018, Tamil Nadu, India",13.0348418,80.2555018,"https://www.google.com/maps?q=13.0348418,80.2555018",600018
Sugam,"Sugam, Eldams Road, Zone 9 Teynampet, Chennai - 600018, Tamil Nadu, India",13.0386303,80.2517685,"https://www.google.com/maps?q=13.0386303,80.2517685",600018
Sugam,"Sugam, Poes Main Road, Zone 9 Teynampet, Chennai - 600018, Tamil Nadu, India",13.039551,80.2502927,"https://www.google.com/maps?q=13.039551,80.2502927",600018
,"Elango Salai, Zone 9 Teynampet, Chennai - 600001, Tamil Nadu, India",13.0402754,80.2500307,"https://www.google.com/maps?q=13.0402754,80.2500307",600001
,"Tirumala - Papavinasam Road, Tirupati, Tirumala - 517504, Andhra Pradesh, India",13.6812773,79.3497285,"https://www.google.com/maps?q=13.6812773,79.3497285",517504
,"SH83, Etawah, Karhal - 205264, Uttar Pradesh, India",26.9702463,78.9548509,"https://www.google.com/maps?q=26.9702463,78.9548509",205264
,"2nd Main Road, Zone 13 Adyar, Chennai - 600001, Tamil Nadu, India",13.0202464,80.2429776,"https://www.google.com/maps?q=13.0202464,80.2429776",600001
,"Link Street, Zone 13 Adyar, Chennai - 600001, Tamil Nadu, India",13.0201628,80.2429432,"https://www.google.com/maps?q=13.0201628,80.2429432",600001
Guardian Pharmacy,"Guardian Pharmacy, Netaji Subhash Chandra Bose Road, Sector 41, Gurugram - 122012, Haryana, India",28.4569893,77.0634821,"https://www.google.com/maps?q=28.4569893,77.0634821",122012
Gardian Pharmacy,"Gardian Pharmacy, Delhi-Gurugram Expressway, Sector 15-II, Gurugram - 122001, Haryana, India",28.4530763,77.0504451,"https://www.google.com/maps?q=28.4530763,77.0504451",122001
Guardian Pharmacy,"Guardian Pharmacy, Super Mart I, Mulberry Avenue, Sector 27, Gurugram - 122009, Haryana, India",28.4622981,77.0872705,"https://www.google.com/maps?q=28.4622981,77.0872705",122009
,"New Railway Road, Sector 12, Gurugram - 122001, Haryana, India",28.4606552,77.0332367,"https://www.google.com/maps?q=28.4606552,77.0332367",122001
,"New Railway Road, Sector 12, Gurugram - 122001, Haryana, India",28.4612136,77.0323526,"https://www.google.com/maps?q=28.4612136,77.0323526",122001
MedPlus,"MedPlus, Hennuru - Bagaluru Road, HBR Layout, Bengaluru - 560043, Karnataka, India",13.0310427,77.6353019,"https://www.google.com/maps?q=13.0310427,77.6353019",560043
Sathya Medicals,"Sathya Medicals, Kammanahalli Main Road, Kammanahalli, Bengaluru - 560084, Karnataka, India",13.0183245,77.6364269,"https://www.google.com/maps?q=13.0183245,77.6364269",560084
SVCE Clinic,"SVCE Clinic, NH48, Kanchipuram, Pennalur - 602117, Tamil Nadu, India",12.9881164,79.9704068,"https://www.google.com/maps?q=12.9881164,79.9704068",602117
Abhirami Medicals,"Abhirami Medicals, Arunachalam Street, Zone 10 Kodambakkam, Chennai - 600093, Tamil Nadu, India",13.0540717,80.2040147,"https://www.google.com/maps?q=13.0540717,80.2040147",600093
Pharmacy,"Pharmacy, Moulsari Road, Sector 24, Gurugram - 122010, Haryana, India",28.4950876,77.1033984,"https://www.google.com/maps?q=28.4950876,77.1033984",122010
Srinivasa Medicals,"Srinivasa Medicals, Seetharampalya Road, Hoodi, Bengaluru - 560048, Karnataka, India",12.9919585,77.7178824,"https://www.google.com/maps?q=12.9919585,77.7178824",560048
,"O Block Approach Road, Peenya, Bengaluru - 560058, Karnataka, India",13.0360931,77.5317332,"https://www.google.com/maps?q=13.0360931,77.5317332",560058
Religare Wellness,"Religare Wellness, Dakshin Marg, Sector 25, Gurugram - 122002, Haryana, India",28.4809232,77.0860422,"https://www.google.com/maps?q=28.4809232,77.0860422",122002
98.4,"98.4, Dakshin Marg, Sector 25, Gurugram - 122002, Haryana, India",28.4810242,77.0860364,"https://www.google.com/maps?q=28.4810242,77.0860364",122002
Guardian,"Guardian, Dakshin Marg, Sector 25, Gurugram - 122002, Haryana, India",28.4812617,77.0860307,"https://www.google.com/maps?q=28.4812617,77.0860307",122002
Apollo Pharmacy,"Apollo Pharmacy, Shyam Karan road, Ameerpet, Hyderabad - 500016, Telangana, India",17.4387093,78.4503714,"https://www.google.com/maps?q=17.4387093,78.4503714",500016
,"Sanjeeva Reddy Nagar Colony Main Road, Ward 98 Ameerpet, Hyderabad - 500038, Telangana, India",17.4417252,78.4459528,"https://www.google.com/maps?q=17.4417252,78.4459528",500038
,"2nd Main, Krishnamurtipuram, Mysuru - 570001, Karnataka, India",12.2942995,76.640221,"https://www.google.com/maps?q=12.2942995,76.640221",570001
,"1st Main, Krishnamurtipuram, Mysuru - 570001, Karnataka, India",12.294275,76.6409562,"https://www.google.com/maps?q=12.294275,76.6409562",570001
Vihan Medico,"Vihan Medico, Malviya Nagar Road, Malviya Nagar, Delhi - 110017, India",28.534559,77.2145726,"https://www.google.com/maps?q=28.534559,77.2145726",110017
Sree Durga Chemist,"Sree Durga Chemist, Jahapanah Masjid Lane., Hauz Khas Tehsil, Delhi - 110017, India",28.5321445,77.215931,"https://www.google.com/maps?q=28.5321445,77.215931",110017
,"Hastthinapuram Main Road, Chromepet, - 600044, Tamil Nadu, India",12.9448586,80.1401655,"https://www.google.com/maps?q=12.9448586,80.1401655",600044
,"Hastthinapuram Main Road, Chromepet, - 600044, Tamil Nadu, India",12.9464913,80.1381423,"https://www.google.com/maps?q=12.9464913,80.1381423",600044
Sreedevi,"Sreedevi, Hastthinapuram Main Road, Chromepet, - 600044, Tamil Nadu, India",12.9463512,80.1384651,"https://www.google.com/maps?q=12.9463512,80.1384651",600044
maduvai,"maduvai, Chromepet Railway Service Road, Chromepet, - 600044, Tamil Nadu, India",12.9459548,80.1382264,"https://www.google.com/maps?q=12.9459548,80.1382264",600044
Kottakkal Arya Vydya Sala,"Kottakkal Arya Vydya Sala, M C Road, Ernakulam, Koothattukulam - 686662, Kerala, India",9.8627545,76.5960009,"https://www.google.com/maps?q=9.8627545,76.5960009",686662
,"9, DME Service Road, Indirapuram, Ghaziabad - 201014, Uttar Pradesh, India",28.6342666,77.3698195,"https://www.google.com/maps?q=28.6342666,77.3698195",201014
,"Pudupattinam Road, Pudupattinam, Kalpakkam - 603102, Tamil Nadu, India",12.5035665,80.1522534,"https://www.google.com/maps?q=12.5035665,80.1522534",603102
Malar Medicals,"Malar Medicals, Pudupattinam Road, Pudupattinam, Kalpakkam - 603102, Tamil Nadu, India",12.503692,80.1514593,"https://www.google.com/maps?q=12.503692,80.1514593",603102
Nazeer,"Nazeer, Station Road, Chromepet, - 600044, Tamil Nadu, India",12.9515234,80.1423983,"https://www.google.com/maps?q=12.9515234,80.1423983",600044
Sharma Pharmacy,"Sharma Pharmacy, Old Sundernagar Market Road, BBMB Colony, Ropa - 175019, Himachal Pradesh, India",31.5344595,76.9014212,"https://www.google.com/maps?q=31.5344595,76.9014212",175019
Gaurav Medical Store,"Gaurav Medical Store, Old Sundernagar Market Road, BBMB Colony, Ropa - 175019, Himachal Pradesh, India",31.5342792,76.9028718,"https://www.google.com/maps?q=31.5342792,76.9028718",175019
M V Sharma Medical Store,"M V Sharma Medical Store, Old Sundernagar Market Road, BBMB Colony, Ropa - 175019, Himachal Pradesh, India",31.5342792,76.9037574,"https://www.google.com/maps?q=31.5342792,76.9037574",175019
Sri Manjunath Medical & General stores,"Sri Manjunath Medical & General stores, 6th Main Road, Bengaluru South City Corporation, Bengaluru - 560102, Karnataka, India",12.9248306,77.6642849,"https://www.google.com/maps?q=12.9248306,77.6642849",560102
Dava Sagar,"Dava Sagar, Horamavu Agara Main Road, Horamavu, Bengaluru - 560043, Karnataka, India",13.0257078,77.6517029,"https://www.google.com/maps?q=13.0257078,77.6517029",560043
Apollo Pharmacy,"Apollo Pharmacy, Horamavu Agara Main Road, Horamavu, Bengaluru - 560113, Karnataka, India",13.0231103,77.6510216,"https://www.google.com/maps?q=13.0231103,77.6510216",560113
Geetha Pharmacy,"Geetha Pharmacy, Second Main Road, Zone 10 Kodambakkam, Chennai - 600093, Tamil Nadu, India",13.0570316,80.1939439,"https://www.google.com/maps?q=13.0570316,80.1939439",600093
Bobby's,"Bobby's, Dady Santook Lane, C Ward, Mumbai - 400002, Maharashtra, India",18.9446858,72.8270162,"https://www.google.com/maps?q=18.9446858,72.8270162",400002
,"Bombay Hospital Avenue, A Ward, Mumbai - 400020, Maharashtra, India",18.9413574,72.8279067,"https://www.google.com/maps?q=18.9413574,72.8279067",400020
,"Bombay Hospital Avenue, A Ward, Mumbai - 400020, Maharashtra, India",18.9413117,72.82766,"https://www.google.com/maps?q=18.9413117,72.82766",400020
Real Chemist,"Real Chemist, 50, 51, Vithaldas Thackersey Marg, A Ward, Mumbai - 400020, Maharashtra, India",18.9413633,72.8275945,"https://www.google.com/maps?q=18.9413633,72.8275945",400020
Seven Star Pharmacy,"Seven Star Pharmacy, Jai Nagar 1st Main Road, Zone 10 Kodambakkam, Chennai - 600106, Tamil Nadu, India",13.0726659,80.2083688,"https://www.google.com/maps?q=13.0726659,80.2083688",600106
City Medical,"City Medical, Netaji Subhash Chandra Bose Road, Sector 41, Gurugram - 122012, Haryana, India",28.4569104,77.0634431,"https://www.google.com/maps?q=28.4569104,77.0634431",122012
Pushyamee,"Pushyamee, 8th Main Road, Malleswaram, Bengaluru - 560003, Karnataka, India",13.0006252,77.5652425,"https://www.google.com/maps?q=13.0006252,77.5652425",560003
Medical Shop,"Medical Shop, Thampuran Nagar Road, Vellayambalam, Thiruvananthapuram - 695001, Kerala, India",8.5088317,76.9623653,"https://www.google.com/maps?q=8.5088317,76.9623653",695001
,"uggi, Jalandhar, uggi - 144630, Punjab, India",31.2130768,75.4291337,"https://www.google.com/maps?q=31.2130768,75.4291337",144630
Manipal North Side Pharmacy,"Manipal North Side Pharmacy, 11th Main Road, Malleswaram, Bengaluru - 560003, Karnataka, India",13.0009721,77.5640265,"https://www.google.com/maps?q=13.0009721,77.5640265",560003
Healthcare medical hall,"Healthcare medical hall, Dabeerpura Road, Ward 30 Dabeerpura, Hyderabad - 500024, Telangana, India",17.3674722,78.486492,"https://www.google.com/maps?q=17.3674722,78.486492",500024
deluxe medical hall,"deluxe medical hall, Dabeerpura Road, Ward 28 Azampura, Hyderabad - 500024, Telangana, India",17.3675439,78.4875756,"https://www.google.com/maps?q=17.3675439,78.4875756",500024
Reliable medical hall,"Reliable medical hall, purani haveli road, Ward 30 Dabeerpura, Hyderabad - 500024, Telangana, India",17.3675031,78.4831017,"https://www.google.com/maps?q=17.3675031,78.4831017",500024
Koundinya Medical&General Stores,"Koundinya Medical&General Stores, Ramnagar Road, Ward 85 Adikmet, Hyderabad - 500044, Telangana, India",17.4074716,78.5123242,"https://www.google.com/maps?q=17.4074716,78.5123242",500044
Apollo Pharmacy,"Apollo Pharmacy, Osmania University Road, Vidyanagar, Hyderabad - 500044, Telangana, India",17.4023937,78.5096265,"https://www.google.com/maps?q=17.4023937,78.5096265",500044
Apollo Pharmacy,"Apollo Pharmacy, Katrap Road, Thane, Kulgaon Badlapur - 400606, Maharashtra, India",19.166779,73.2368076,"https://www.google.com/maps?q=19.166779,73.2368076",400606
Guardian Pharmacy,"Guardian Pharmacy, Karjat Road, Thane, Kulgaon Badlapur - 421503, Maharashtra, India",19.1646172,73.2386486,"https://www.google.com/maps?q=19.1646172,73.2386486",421503
Keshava Medical & General Stores,"Keshava Medical & General Stores, Vyalikaval Main Road, Sadashivanagar, Bengaluru - 560003, Karnataka, India",13.0059079,77.578507,"https://www.google.com/maps?q=13.0059079,77.578507",560003
S. S. Pharma,"S. S. Pharma, Benson Cross Road, Shivajinagar, Bengaluru - 560046, Karnataka, India",12.9965785,77.6045552,"https://www.google.com/maps?q=12.9965785,77.6045552",560046
china Narsaia ayurvedic,"china Narsaia ayurvedic, aziz galli, Gandhi chowk, Khammam - 507003, Telangana, India",17.2475248,80.1407108,"https://www.google.com/maps?q=17.2475248,80.1407108",507003
lakshmi ganesh,"lakshmi ganesh, Wyra Road, Kaviraj Nagar, Khammam - 507002, Telangana, India",17.2475419,80.1513663,"https://www.google.com/maps?q=17.2475419,80.1513663",507002
Ayurvedic dispensary,"Ayurvedic dispensary, Wyra Road, Kaviraj Nagar, Khammam - 507002, Telangana, India",17.2487791,80.1518632,"https://www.google.com/maps?q=17.2487791,80.1518632",507002
A K Medicals,"A K Medicals, Arvind Avenue, Bengaluru East City Corporation, Bengaluru - 560037, Karnataka, India",12.9568547,77.7148261,"https://www.google.com/maps?q=12.9568547,77.7148261",560037
Trust Medicals,"Trust Medicals, 6th Main Road, Marathahalli, Bengaluru - 560037, Karnataka, India",12.9606501,77.7138068,"https://www.google.com/maps?q=12.9606501,77.7138068",560037
Saisudha Medical,"Saisudha Medical, Jeevaraj Alva Road, Sadashivanagar, Bengaluru - 560080, Karnataka, India",13.0129089,77.5742856,"https://www.google.com/maps?q=13.0129089,77.5742856",560080
Apollo Pharmacy,"Apollo Pharmacy, Indira Park Road, Ward 89 Gandhinagar, Hyderabad - 500029, Telangana, India",17.4092213,78.4890195,"https://www.google.com/maps?q=17.4092213,78.4890195",500029
MedPlus,"MedPlus, Road Number 4, Ward 95 Jubilee Hills, Hyderabad - 500096, Telangana, India",17.4172588,78.4118211,"https://www.google.com/maps?q=17.4172588,78.4118211",500096
,"Cyber Towers - Madhapur Main Road, HITEC City, Hyderabad - 500081, Telangana, India",17.4411848,78.3917482,"https://www.google.com/maps?q=17.4411848,78.3917482",500081
,"Abdul Gaffar Khan Marg, Mehrauli, Delhi - 110070, India",28.5120076,77.1660199,"https://www.google.com/maps?q=28.5120076,77.1660199",110070
Kamala,"Kamala, Wyra Road, Nizampet, Khammam - 507003, Telangana, India",17.2515513,80.1417744,"https://www.google.com/maps?q=17.2515513,80.1417744",507003
Murali,"Murali, Railway Bridge, Mamillagudem, Khammam - 507003, Telangana, India",17.2520098,80.1407804,"https://www.google.com/maps?q=17.2520098,80.1407804",507003
Nathan Medicals,"Nathan Medicals, Salem - Cochin - Kanniyakumari Road (Old NH47), Erode, Perundurai - 638052, Tamil Nadu, India",11.2773384,77.5829441,"https://www.google.com/maps?q=11.2773384,77.5829441",638052
Vasu Medical Store,"Vasu Medical Store, Himayat Nagar Main Road, Basheer Bagh, Hyderabad - 500029, Telangana, India",17.402194,78.4833865,"https://www.google.com/maps?q=17.402194,78.4833865",500029
Medical Store,"Medical Store, Himayath Nagar Main Road, Himayat Nagar, Hyderabad - 500029, Telangana, India",17.4026538,78.4845254,"https://www.google.com/maps?q=17.4026538,78.4845254",500029
Greeshma,"Greeshma, Begur - Hulimavu Road, Beguru, Bengaluru - 560076, Karnataka, India",12.8761792,77.6169752,"https://www.google.com/maps?q=12.8761792,77.6169752",560076
SAI Lakshmi,"SAI Lakshmi, bank colony, Cheruvu Bazaar, Khammam - 507003, Telangana, India",17.2387996,80.1444243,"https://www.google.com/maps?q=17.2387996,80.1444243",507003
Darvashdar dispensary,"Darvashdar dispensary, Malang Machi Route, Thane, Haji Malangwadi - 400010, Maharashtra, India",19.1113217,73.1752671,"https://www.google.com/maps?q=19.1113217,73.1752671",400010
Medilink Medical Store,"Medilink Medical Store, 132 Ft. Ring Road, Jodhpur, - 380015, Gujarat, India",23.0172124,72.5303877,"https://www.google.com/maps?q=23.0172124,72.5303877",380015
,"Auchandi Road, Bawana, Delhi - 110039, India",28.7981223,77.0352125,"https://www.google.com/maps?q=28.7981223,77.0352125",110039
,"Bawana-Kanjhawala Road, Bawana, Delhi - 110039, India",28.7979343,77.0343328,"https://www.google.com/maps?q=28.7979343,77.0343328",110039
,"Auchandi Road, Bawana, Delhi - 110039, India",28.8003599,77.0355129,"https://www.google.com/maps?q=28.8003599,77.0355129",110039
Ishwar Medical,"Ishwar Medical, Shankarao Gaikwad Path, Aundh, Pune - 411027, Maharashtra, India",18.5538796,73.8050612,"https://www.google.com/maps?q=18.5538796,73.8050612",411027
jaani medical and general stores,"jaani medical and general stores, Timminenipalem road, Khammam, Timminenipalem - 507169, Telangana, India",17.0731556,80.1691502,"https://www.google.com/maps?q=17.0731556,80.1691502",507169
,"uggi, Jalandhar, uggi - 144630, Punjab, India",31.2146092,75.4241824,"https://www.google.com/maps?q=31.2146092,75.4241824",144630
,"uggi, Jalandhar, uggi - 144630, Punjab, India",31.2127947,75.4328888,"https://www.google.com/maps?q=31.2127947,75.4328888",144630
Apollo,"Apollo, Krishna Deva Raya Road, Chilkalguda, Hyderabad - 500025, Telangana, India",17.4362518,78.5185589,"https://www.google.com/maps?q=17.4362518,78.5185589",500025
,"Yogi Nagar Marg, R/C Ward, Mumbai - 400091, Maharashtra, India",19.2351808,72.8444146,"https://www.google.com/maps?q=19.2351808,72.8444146",400091
,"Yogi Nagar Marg, R/C Ward, Mumbai - 400091, Maharashtra, India",19.2351808,72.8425049,"https://www.google.com/maps?q=19.2351808,72.8425049",400091
Apollo,"Apollo, Sardar Patel Road, Hyderabad, - 500003, Telangana, India",17.4436154,78.4804254,"https://www.google.com/maps?q=17.4436154,78.4804254",500003
Mahaveera Medicals,"Mahaveera Medicals, SH84, Tumakuru, Gubbi - 572216, Karnataka, India",13.3092852,76.9404874,"https://www.google.com/maps?q=13.3092852,76.9404874",572216
Chinthamani Medical Department,"Chinthamani Medical Department, Erode - Dharapuram Road, Veerappanchatiram, Erode - 638001, Tamil Nadu, India",11.347629,77.7190874,"https://www.google.com/maps?q=11.347629,77.7190874",638001
Apollo,"Apollo, Powerhouse, Gandhipuram, Coimbatore - 641001, Tamil Nadu, India",11.0187962,76.9603231,"https://www.google.com/maps?q=11.0187962,76.9603231",641001
Pasumai Pharmacy,"Pasumai Pharmacy, Erode - Dharapuram Road, Veerappanchatiram, Erode - 638001, Tamil Nadu, India",11.3452083,77.7183883,"https://www.google.com/maps?q=11.3452083,77.7183883",638001
Deepa Medicals,"Deepa Medicals, Erode - Dharapuram Road, Veerappanchatiram, Erode - 638001, Tamil Nadu, India",11.3466632,77.718547,"https://www.google.com/maps?q=11.3466632,77.718547",638001
Pavani,"Pavani, Khammam Bypass, Raparthi Nagar, Khammam - 507002, Telangana, India",17.2625724,80.1615163,"https://www.google.com/maps?q=17.2625724,80.1615163",507002
,"Kodihalli Main Road, Indiranagar, Bengaluru - 560008, Karnataka, India",12.960424,77.646233,"https://www.google.com/maps?q=12.960424,77.646233",560008
,"Kodihalli Main Road, Indiranagar, Bengaluru - 560008, Karnataka, India",12.9622433,77.6470269,"https://www.google.com/maps?q=12.9622433,77.6470269",560008
Amruth Medicals,"Amruth Medicals, 17, Hutchins Main Road, Lingarajapuram, Bengaluru - 560084, Karnataka, India",13.0050896,77.623376,"https://www.google.com/maps?q=13.0050896,77.623376",560084
Apollo Pharmacy,"Apollo Pharmacy, Hutchins 2nd Cross, Lingarajapuram, Bengaluru - 560084, Karnataka, India",13.0052518,77.6233121,"https://www.google.com/maps?q=13.0052518,77.6233121",560084
Sheetal Medical & General Stores,"Sheetal Medical & General Stores, Tullock Road, A Ward, Mumbai - 400039, Maharashtra, India",18.9228307,72.832167,"https://www.google.com/maps?q=18.9228307,72.832167",400039
,"Green Hamlet Road, Ward 107 Madhapur, Hyderabad - 500084, Telangana, India",17.468298,78.366808,"https://www.google.com/maps?q=17.468298,78.366808",500084
Balaji Pharmacy,"Balaji Pharmacy, Brigadier Sayeed Road, Gunrock Enclave, - 500011, Telangana, India",17.4647222,78.4832453,"https://www.google.com/maps?q=17.4647222,78.4832453",500011
Venkatramana,"Venkatramana, Wyra road, Moti Nagar, Khammam - 507003, Telangana, India",17.2503246,80.1324738,"https://www.google.com/maps?q=17.2503246,80.1324738",507003
Mahima,"Mahima, Wyra road, Moti Nagar, Khammam - 507003, Telangana, India",17.2506572,80.1329858,"https://www.google.com/maps?q=17.2506572,80.1329858",507003
Bhai Sahej Pal Singh Memorial homeopathy Dispensary,"Bhai Sahej Pal Singh Memorial homeopathy Dispensary, Street1, Ludhiana, Ludhiana - 141006, Punjab, India",30.8651848,75.8535147,"https://www.google.com/maps?q=30.8651848,75.8535147",141006
Beri Charitable Dispensary,"Beri Charitable Dispensary, Street1, Ludhiana, Ludhiana - 141006, Punjab, India",30.8654776,75.8525606,"https://www.google.com/maps?q=30.8654776,75.8525606",141006
New Punjab Medicine Center,"New Punjab Medicine Center, Chimeny Road, Ludhiana, Ludhiana - 141003, Punjab, India",30.8658609,75.8618668,"https://www.google.com/maps?q=30.8658609,75.8618668",141003
Doaba Medical Store,"Doaba Medical Store, Chimeny Road, Ludhiana, Ludhiana - 141003, Punjab, India",30.8658815,75.8629387,"https://www.google.com/maps?q=30.8658815,75.8629387",141003
Gurdev Medical Hall,"Gurdev Medical Hall, ATI Road, Ludhiana, Daba - 141003, Punjab, India",30.8746107,75.8744854,"https://www.google.com/maps?q=30.8746107,75.8744854",141003
,"ATI Road, Ludhiana, Daba - 141003, Punjab, India",30.8747622,75.867351,"https://www.google.com/maps?q=30.8747622,75.867351",141003
,"cont. kwalty road, Ludhiana, Ludhiana - 141003, Punjab, India",30.8748307,75.8670736,"https://www.google.com/maps?q=30.8748307,75.8670736",141003
Sandeep Medicos & Diagonostic Lab,"Sandeep Medicos & Diagonostic Lab, Chimeny Road, Ludhiana, Ludhiana - 141003, Punjab, India",30.8659135,75.8633526,"https://www.google.com/maps?q=30.8659135,75.8633526",141003
Bansal Medical Store,"Bansal Medical Store, cont. kwalty road, Ludhiana, Ludhiana - 141003, Punjab, India",30.8690476,75.8668751,"https://www.google.com/maps?q=30.8690476,75.8668751",141003
Sharma Medical Store,"Daba Road, Ludhiana, Daba - 141003, Punjab, India",30.8703145,75.8636307,"https://www.google.com/maps?q=30.8703145,75.8636307",141003
Sonu Medical hall,"Sonu Medical hall, Chimeny Road, Ludhiana, Ludhiana - 141003, Punjab, India",30.865764,75.8666564,"https://www.google.com/maps?q=30.865764,75.8666564",141003
Paul Medicos,"Paul Medicos, cont. kwalty road, Ludhiana, Ludhiana - 141003, Punjab, India",30.8664048,75.8667743,"https://www.google.com/maps?q=30.8664048,75.8667743",141003
Grover Medical Hall,"Grover Medical Hall, Gill Road, Ludhiana, Ludhiana - 141003, Punjab, India",30.8703282,75.8592635,"https://www.google.com/maps?q=30.8703282,75.8592635",141003
Venkatasaisri,"Venkatasaisri, Bonakal Road, Mustafa nagar, Khammam - 507003, Telangana, India",17.2297971,80.1496603,"https://www.google.com/maps?q=17.2297971,80.1496603",507003
Naganna,"Naganna, Bonakal Road, Mustafa nagar, Khammam - 507003, Telangana, India",17.2323746,80.1486862,"https://www.google.com/maps?q=17.2323746,80.1486862",507003
Satya Sai,"Satya Sai, Bonakal Road, Mustafa nagar, Khammam - 507003, Telangana, India",17.2323033,80.1484992,"https://www.google.com/maps?q=17.2323033,80.1484992",507003
,"Krishna Marg, Jhunjhunu, Pilani - 333031, Rajasthan, India",28.3565094,75.5916869,"https://www.google.com/maps?q=28.3565094,75.5916869",333031
Guru Nanak Dva Khana,"Guru Nanak Dva Khana, Railway Station Road, Barnala, Barnala - 148101, Punjab, India",30.373342,75.5545643,"https://www.google.com/maps?q=30.373342,75.5545643",148101
Zanskar Medical,"Zanskar Medical, Padum Reru Road, Zanskar, Padum - 194302, Ladakh, India",33.4669637,76.8784847,"https://www.google.com/maps?q=33.4669637,76.8784847",194302
